,tweets,label,username,location
2072,"Tucker the Fucker lies about socialists as he goes to his knees for Communism just as TFG does.

How many American traitors can defenstrate at the same time
From a window oh so high
On the Trump Tower of Babbel?

We will KNOW For absolute sure GOP shit WON'T Fly",,JerryLingle,"Southern California, USA"
2073,@BLeier35 what exactly did Trump fuck up?,,Dxcisionz,
2074,"@ggreenwald I remember all too well the ""Putin and Trump are gay lovers"" the ""American left"" propagated. Homophobia is bad except when it's against someone they don't like.",,CasticSartre,Banned in the USA
2075,"“18, didn’t vote but it’s still fuck trump” 
-Billy Tha Kidd @AlexBilyk17 
 If you know you know.",,brockk22_,"Los Angeles, CA"
2076,"@DanielNewman Awwww, he wants attention.  I am the only one paying attention to his Gay Republican bashing.  So he has to change the subject and start crying about Trump - who is yesterday's news. https://t.co/Rr6fZXWClE",,xyzzybaluba,Texas
2077,@LC_623 Shiddd… what that nigga Trump talking bout again? 🧐,,Longlivetfash,Elwood City
2078,"@tinymma Fuck it...hey k... shut that floppy hole in your neck, your a super casual!!!
Like trump, and conor,. .you either got there backs or, you hate them....but you don't have to let the world know every day.......you casual!",,VonKimber,
2079,"@TimBrad21179489 @RonFilipkowski Black and gay, but thinks black people are ""more racist"" than white people so he gets a pass from the Rumpers.  For now. https://t.co/12Lrar3Jlf",,lurkingheretic,"San Bernardino, CA"
2080,"@SenTedCruz Remind me again how your dad got out of Cuba??  Oh yeah, that's right.  He promised to kill JFK.  I mean trump never lies.",,Jeffswaterworks,
2081,"@mmpadellan It's likely that if the GOP wins control of the Senate and the House in 2022, Trump will control enough members that he will threaten to kill off any proposed GOP legislation unless he gets exactly what he wants.

I'm hoping the investigations weaken him greatly in the meantime",,DitterClark,Australia
2082,"We are LIVE NOW til 7 p ET---&gt;

https://t.co/wEwGX7gMwq

#fascism #trump #fucktrump #news #podcast #political

Also - podcasting app/ stitcher/ spotify https://t.co/yZYygyJ0fa",,CrabDiving,"Pensacola, FL, USA"
2083,This vac shit is a political thing now! Wasn't when Trump was in Office. He had honest intent to help Americans.  But the woke socialist has turned it into a tool of propaganda! They have taking something meant to be good and made a weapon out of it! Fuck Them All!!,,raider_matthew,"Spartanburg, SC"
2084,"Tucker the fucker
Like a fly attracted to shit
Buzzes his treason around
A Putin MOUNTAIN of it
And speaking of Putin
A PSYCHOPATH OF OLD
He has socialist Trump
Tightly by the balls
As watches America fold",,JerryLingle,"Southern California, USA"
2085,Joe Biden only gets Trump supporter's on his corner's and Yet ?? The Positive way to look at it.. is the More the Media exposes themselves each day it's over kill in who they are and the End of their future in Journalism. https://t.co/LwlnCaYNUc,,scoobidoo76,USA
2086,"Has Traitor Trump, that filthy wicked tyrant, been arrested yet, and if not, why the fuck not? 😒",,Thorpa10,Cornwall 
2087,Don’t get me started. So you don’t care about the Trump stealing money from children’s charity? You don’t care about all the hard workers they robbed and destroyed families? You don’t give a fuck about all the fraud and corruption? No all you care about is Democrat bashing! 🤔 https://t.co/tvTJTohRbH,,DanielNewman,Here
2088,@xyzzybaluba Don’t get me started. So you don’t care about the Trump stealing money from children’s charity? You don’t care about all the hard workers they robbed and destroyed families? You don’t give a fuck about all the fraud and corruption? No all you care about is Democrat bashing! 🤔,,DanielNewman,Here
2089,"People need to chill for half a second. Give Biden a minute to dig out from the mess Trump made. White people aren't magic - bigots will kill us too if they catch a sniff of abolition on us or around us. We need change, but we also need the man alive to do his job.",,gruvenheimer,Seattle
2090,Trump should’ve freed Larry fuck is wrong wit dude!,,lilahna___,
2091,"It's not just the 12k hoodie. The average Ga #GOP / #MAGA voter has issue with gays. Assuming #HerschelWalker is nominee, his son's flaming gay persona will suppress base turnout like #Trump 's ""wasted vote"" rhetoric during the special election @ChristianWalk1r @HerschelWalker https://t.co/BiFs3ZLU93",,johneyes,"Denver, CO"
2092,@puscifer lessons in humility. i blame trump getting into office because you took our chat and we all turned into frogs. gay ones. i miss my mojave.,,Aq3dHighlow,"Yulgar's Inn, Battleon "
2093,"@IAGovernor Fight for our ""right"" to be harmed or killed by unqualified Healthcare workers. Do we also have the right to refuse non-vaxxed staff? Do we have a right to know if we are being endangered? Or does their ""right"" to kill us, trump our right to life?  You pro-choicers are brutal.",,Ghanima771,
2094,"@ggreenwald Cool to be openly gay and support this party.
https://t.co/nbGoSsSMFL",,Stache2020,guy's face
2095,"@ryanconner360 @Solace_Vox @EmperorCokeLord @nichegamer Scott supported Trump, who was the first President in history to appoint an openly gay cabinet member. I don't agree with a lot of what Trump did, but he's not the bigot people made him out to be.",,grimsikk,🌫️
2096,"@lennysundahl My expectations were lol but holy fuck. On most policies he’s worse than Trump was. The key differences being he comes off as joking when he threatens to run over journalists in an electric vehicle, and he isn’t actively asking for a coup. He’s just not preventing the next one.",,_chaseh_,"Charleston, WV"
2097,@RapidFire_Pod I know anti-Trump people who I thought were reasonable (other than leaning left) who truly believe Trump would've started nuclear war with China but for General Milley's sedition. Trump would rather die and kill billions than lose the presidency. TDS is both real and wide-spread.,,MaenzaC,
2098,"@CharlieCougar23 @Jamie_Foxworthy @vanityfeline Never seen or heard a single furry on the left express a desire to kill Trump Supporters.

I have seen and heard right leaning furries talk about wanting to eradicate LGBTQIA+ folks, people of certain ethnicities or religions, people with disabilities.",,IchigoTomago,The Kinky Pride
2099,Life was lit when trump was president cause majority of the time you would forget that nigga was president until he got to saying some wild shit.,,memphisbluu,Beerus’ Planet
2100,"WHAT THE FUCK, TRUMP?!?! https://t.co/5ch0mn8lL3",,MetalChick616,
2101,We lost Donald trump because ya ain’t like how that nigga was talking the nigga that paid the hood I hope ya suffer,,Chootzzz,
2102,"@mikebalsam0 @vodaeau @FoxNews Good, and the Clintons can share a cellblock with trump. Do you think this is either or? Fuck no, this is all go to jail.",,dragonkush71,
2103,@AmericanHere2 @julie_kelly2 If you want to see evil watch the Jan 6th videos of the Trump supporters trying to over throw the government and kill our elected officials.,,LorelaiRory1,United States
2104,@Hobie_SHRED @MediaMogul4 he did though authorize all kinds of mideival ways to kill people.  I am 100% against death penalty. https://t.co/KO30sWZPVh,,SaveDemocrcyPlz,
2105,@RepChrisStewart Putin is going to do whatever the fuck he wants. Trump wouldn’t have done shit but take a payoff for one of his crappy resorts.,,fiveo55,
2106,"Golf equipment company Titleist, is okay with ""F Trump"", ""ACAB"", ""Antifa"", ""Kill Cops"", ""Impeach Trump"" and ""Kill Trump"". #titleist #hypocrites #letsgobrandon https://t.co/hQ6Xc3Bwau",,PasoDr,"Paso Robles, Ca."
2107,It’s still fuck Trump but fuck Biden too for real,,AY0SP0RT,"Philadelphia, PA"
2108,all it takes is one to pop and a nigga up like trump! https://t.co/d8wpqnCKYi,,StretchMyBandz,SHADYVILLE's Own
2109,"Please stop saying Trump is the reason shit going bad right now like stfu that nigga not in office, Biden is.",,chillshawny,Philly
2110,"Honestly just Bring trump back, fuck Biden and them fake ass democrats that don’t do shit for the ppl that put ‘‘em there.",,fuckthishitimo,"New York, NY"
2111,@Breaking911 I thought trump or covid was going to kill us all… Biden should pass an executive order to waste money on “climate change” will help the red wave get bigger,,Mcbod93,
2112,"@BioGenx2b In fairness, I wasn’t there so I can’t say if that’s true or not. But the guy who said that was a gay Trump supporter so I don’t see what reason he has to lie. And she did make it racial by saying “a lot of people or color were there” so… 🤔🤷🏻‍♂️",,NotMikeHarlow,"New York, USA"
2113,"Manchin: Democrats should prioritize, curb cost of $2T bill https://t.co/38CHMfKPMp via @Yahoo Trump and Republicans caused the inflation we are experiencing but now Democrats can't spend according to Manchin and Republicans. Temporary inflation, but they will kill the bills.",,ronaldy14257370,
2114,"@GOPChairwoman Considering that Donald Trump surrendered to the Taliban and released 5,000 terrorists from prison, what the fuck did you expect?",,TrumpRobe,
2115,"Tapper: Trump tried to kill democracy once. He'll do it again
https://t.co/gxLFOeSmMC",,creed77,usa
2116,@BillOReilly Why are people still wasting their money on Trump? I've never understood their old man fetish. Now those same people want to fuck Joe Biden. Such a bizarre fetish.,,Hulkamus,
2117,"@NoFearNazir @TheReal_Calicoe Because he didn’t win it 😂😂😂 it’s a majority for a reason, that’s like trump saying fuck the vote I won Biden ain’t the president. Like what?",,money2bangaz,
2118,"So if you can afford high gas prices, you have no right to complain about high gas prices.
Got it!  Biden is 100% responsible for price increase because he sucks at his job.
If you want to say but Trump did... whatever, fuck you. You are full of shit. https://t.co/YoIItQgMt8",,jl28r1,"Texas, USA"
2119,Nigga miss trump lowkey https://t.co/UrsCLntSSh,,nd0rian,New Orleans East
2120,"Omg … what’sa matter with ya Trump!! Biden says.. it’s all your Fault!! NOT!!!!!! No , no way 
Fuck U Buyden!!!!
Hahahahahah
I’m so damn mad and sick if it “always being trumps fault 
Wtf can’t they accept blame at least once!!??? 🤔🤔🤔 https://t.co/oZcAjfR1U1",,TrueMagaMom,Sunny/rainy/Florida 
2121,@Jim_Jordan Trump blamed everyone. He was told in 2019 about the virus. He called it a democratic hoax. Then he said it is like the common cold or the flu (when have you heard the cold or the flu kill so many people? Then how he said that it would disappear. We are still dealing with it,,celia84569880,"New York, USA"
2122,stop talking about Trump and start talking about climate change. and get vaccinated. and shut the fuck up.,,dino_NY,
2123,@TomArnold @SykesCharlie He saved the country winning something like 65 of 66 cases against Trump relating to election 2020.  He’s one of the people you’d want to fuck with the least.,,FlipBlue2022,"New York, NY"
2124,"@RobSchneider And Republicans would want him deported. Trump's Nazis would want him murdered because he is Jewish. ""He was born, lived, and died as a Jew"" https://t.co/cJAKxT5iVK. And he would say: ""What the fuck is wrong with these civilians carrying around weapons of death (AR-15s)"".",,mjk_4mjk,
2125,Fuck trump if he keeps siding with big pharma and backing people who stabbed him in the back. He doesn’t learn. He also took money from pharma https://t.co/Pp8vTi4yym,,livingfree212,Yo mommas house 
2126,@Ldogls @WalterBlake1 @keriRN @zazzybritches @GreatTammie @kristyshl @GDThor1 @poppij @Cha51brolll19 @moriartydg @BlueSwede2000 @impinkestgirl @yoly54128913 @vaato5455 @BonJS0370 @RockyMtnView @bobbiejaneV @62WalterP @KeepsAtIt @gojoe_joe @RegVickers @BernadetteNTF @HondoResists @CartistNy @sugar1420 @CunningSq16 @McGeezer70 @Saline_tRick @bettypge69 @politiolyc @MarciaBunney @MFrance923 @ldog562 @Helen504 @StaryStaryNlght @MairScott3 @CirclesSpinning @blues679 @TilghmanChris @MusicIsTheory @Ezim79 @doug_in_nc @TJNugent520 @OklahomaPatrio1 @patricia_millin @BlueWave_resist @HollyHuntley3 @Chieki So many reasons the military hates trump. Like refusing to tell Putin to stop paying to kill our soldiers. Like disrespecting Senator John McCain a real hero and leader of soldiers. Like disrespecting Gold Star Families. Like you said also being a 5 time draft dodger.,,RobertP99368537,
2127,@ScooterCasterNY This guy talking is a lame comedian/ used to be friend of Roger Stone . Stone threatened to kill his dog .Stone loves Assange for being a Putin Puppet &amp,,helping Trump win .,Cannabi02960735
2128,"Mark Meadows definitely deserves tobe in prison for treason Mark Meadows really believed he was something in the Trump administration, he was a treasonous ass this is one ignorant fuck I just can’t believe he is in our government what such a disgrace. https://t.co/HglWCYDEW5",,DanielS30532056,
2129,"Fuck you, Trump.",,potus45bot,
2130,"Here it is. Trump’s chief of staff Mark Meadows sent e-mail on *January 5* indicating that pro-Trump members of Congress would be protected by the National Guard. The rest? Presumably, they’d be left to the violence of the insurrectionists.

They want to kill us. https://t.co/kILvWix69x",,jeffstrabone,Brooklyn
2131,"@Stormblessed545 This is the part of the Sarandon discourse that drove me up a wall. She was not responsible for HRC losing, but she did say that Trump winning was a better outcome, so excuse me if I don't fuck with folks like that.",,thewapuche,
