,tweets,label,username,location
455,"@Scott85023926 @overnighter5802 @thomascarolan12 @ronquille_paul @TyefiaM @CalvinE43701301 @8BrianVogel4 @RealWmGClark @brookaveli @FlyersLiberty @VexPith @PocketKens @JSpangs44 @AJDillen1 @Ajohnso50141696 @johnniewalkerd1 @EverythingDoubt @_gawdy_ @spzkaz @Morriga98159636 @BradSwan18 @EllsBellsInPA @JBToledoman @DombroskiMike @AndyHankinson @bpd115 @Julie_NoNumbers @AndyFavor1 @AFreeQueen @Darkmnemonic @NiklasNorman1 @ShookTroy @notasoreloser @ruxcytbl @Fueldog3 @servant_of_I_AM @RosaWal90673631 @Shoccking @thetenorman @MarvinRJeffcoat @ChadHansen9972 @hhitk @phins17and0 @AllPSUfootball @math4humans @JohnOdermatt @jmuns22 Worship?  Hilarious.  President Trump really does live rent free in your head

Must really kill you to know how insignificant your accomplishments are compared to his. It's obvious that it just eats at you 

You're a loser.  Accept it and move on",,tinystomper,florida mostly
456,"@jgcb2_james Ivanka isn't innocent of Trumps Coup and Insurrection having pleaded with him twice neither is Jared Kushner, he was asked to ask Trump to tell the paid thugs at the Capitol to disperse and he said I haven't time I'm to busy,true patriots wouldn't want to attack or kill anyone",,Malcy43,UK
457,They resigned in protest over Jan. 6 - then never went after Trump again #SmartNews  https://t.co/qiAOuD6b0T,,cwrujd,"Beltsville, MD"
458,"@LincolnWatchman Not just a disgrace.  It's criminal.  The purveyors of disinformation are deliberately trying to kill people; so far, the death toll is around 850k.  They should all be prosecuted, starting with Trump, the Fox News yappers, random You Tube ""docs"" &amp; even politicians like MTG.",,pjs0210,Western PA 
459,They resigned in protest over Jan. 6 - then never went after Trump again https://t.co/A7eDcP0hyN #SmartNews,,WanderNWoodsman,climbing out of an oubliette
460,"@JVR926 No. Everything bad and evil they do, they have done and are going to continue to do, is because they hate God, country and mankind.Nobody had a problem with Trump before he came against them.Just like nobody has a problem with you or me until we say no and proclaim our beliefs.",,salty_zq,
461,They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/fCclVMSB5X via @Yahoo,,julyjaneshawnee,Texas
462,@LincolnWatchman And once Trump marches back in victory his policies of divisive hate &amp; violence will re-emerge full throttle. God help the United States - we’re truly hanging by a thread as it is.,,CynthiaAngotti,West Virginia USA
463,"Ashli Babbitt a martyr? Her past tells a more complex story
#Congress 
#Senate 
#CapitolRiots
#Insurrection
#Sedition
#DonaldTrump
#Impeachment
#USCapitolPolice
#Protest
#Security
#DHS
#FBI
#Jan6th
#QAnon
#Subpoenas
#DOJ
https://t.co/csq2iqmRIi",,RealPhatsBlog,North America
464,"Adolf Hitler didn't personally kill anyone in a concentration camp.

Charles Manson didn't personally kill anyone in Hollywood.

Osama Bin Laden didn't personally kill anyone on 9/11.

Donald Trump didn't personally storm the Capitol building a year ago.

You get the picture...",,stucam7771,"Aberdeen, Scotland"
465,"@BillWatterson6 @GuardianAus Yes oddly I do think Trumps policies were great, better than ‘Let’s go Brandon’ the worst President in history. I think it’s funny that the Left hate Trump, you are all running to a script.",,JoSmith05406728,Nunya 
466,"@TheRightAva88 1. No it doesn't 

2. If you hate censorship then you support sec 230. Without it so many of the people you support would've been banned years ago. Trump for instance would've been banned when he spread the birther bullshit about Obama",,ButtMunch253,
467,@laurenboebert You are a disgrace to women and all human beings. You spew misinformation and hate. You won’t be in congress for long. People like you and your gun toting crew have no place there. Join the Trump family in prison. https://t.co/W1KtQX5eGx,,ladymindful,"Long Island, NY"
468,"@SebGorka @VDHanson I’ll hold my nose and vote for him only because I hate Democrats, but I truly wish we had another republican candidate to chose from, trump is to old and classless",,bobdoyl13603559,
469,"#Trump, TyrannicalDon, &amp; GOP supporters hate American Democracy. They are Fascists who claim Liberalism is socialism. Use it as propaganda to mobilize anti-communist sentiments. People know that govt not the market helps them in time of need. Who has Trump ever helped? Thugs?",,DonLittleHands,United States
470,"@actuallyGolog @SweetOSerenity @eckoh7 @TheBlackKratos And you can see exactly where that hate comes from.
The anti asian hate from blacks is just plain as day.

It was never Trump, or Corona virus.
Lol liberals like to think anti asian hate didn't exist before Covid.

Blacks will openly hate on asians and nobody will give a flying F",,DatuuNoon,
471,"The only important Q: Does Trump, once President again, have the balls to put out of bidness his vast array of enemies? Talkin' 17 intel agencies. Nancy Pelosi, Schiff, Schumer, McConnell, Liz Cheney, Liz Warren, Reform libel laws, kill section 230, kill teachers union, kill JPM",,MVonlaue,
472,@PacificSimGP @Keubiko Trump supporters did kill someone…it is just that you found a narrative how to pretend it didn’t happen and something to distract from everything else they did that day. Exactly right wing extremist tactics.,,just1ofyou,Bochum & Hawaii
473,@RSBNetwork PROTEST? Ever single “protest” should be jailed for 10 years under the executive order Trump signed in 2020. Remember? Monuments Act?? Wow TREASON IS WHAT ISCWAS NOT A PROTEST,,DaveMaccallum,
474,COWARDS: They resigned in protest over Jan. 6 — then never went after Trump again - POLITICO https://t.co/pBf6lhnHJm,,se_johansen,Hamilton High School
475,"@RonFilipkowski I see Tina Forte is taking the GOP standard of discourse to new lows of crass &amp; abusive language. Trump started it &amp; the GOP base loves the hate-mongering. 
All that venom spitting really fits in w/ their whole Christian, family values thing. Helluva religion they’re modeling.",,Ldenisonstevens,
476,"@JonLemire More vital.

If we let the Trump Cult &amp; the @GOP kill off our democracy, we'll be doomed to the same incompetence we saw from Trump in 2020 on the economy &amp; COVID.

Only this time, as president-for-life, with the full backing of a pro-authoritarian GOP.

https://t.co/2tW8FNcQf6",,OK_Dumbass,Under Trump's Thin Orange Skin
477,"@realKyleKeegan I hate Trump, but this quote is unsubstantiated https://t.co/jH81RXznJC",,zenarchy2,🇪🇺🇩🇪🇮🇪🇲🇽🇬🇧🇺🇸    
478,"@CameronMcNeish May not have been intentions of the bloggers&amp;Co to grow such anger/hate (inquiry/revenge for hero) it happens when you use emotion on a platform like Twitter. Manipulated by the State too?
It’s how Trump’s cronies did it.
Sadly you’re going to react to such anger/hate it’s human!",,CRE8NU,Scotland
479,They resigned in protest over Jan. 6 — then never went after Trump again l POLITICO  https://t.co/6TYORBdDI3,,fuseboxradio,USA; presently in MD/DC Metro
480,"@Toby_EGGG He's a Trump insider, that dude. He's part of the Black ""Hebrew Israelites"" hate group that basically hates Jews",,jh_crusader,"Pasadena, CA"
481,"@JackPosobiec Well if he believes that he has and continues to murder a lot more people than trump did. Moreover, Biden has been doing his best to kill the country.",,TanzerWayne,
482,They resigned in protest over Jan. 6 - then never went after Trump again  https://t.co/vL98fc6nYD,,JackSussek,New York City
483,"@ScottMorrisonMP @patcummins30 @stevesmith49 @sboland24 @CricketAus Oz👺PM=
2008 Cook pre-select plot w Tele 2 destroy brilliant Hons I engin'r Towke=82 votes vs M=8:
Wrecks T rep'n
2011 2 Shady Cab't: Get anti-Muslim vote
BFF QAnonStewart: NEVER calls QAnon out
M🖤Trump=ditto
M=Trump:Oz gutful of govs telling us wot 2 do
https://t.co/B5yih8WBCZ",,sue4democracys1,
484,"@jsolomonReports Will this bring rental car prices down? Proly not. Look for Rental companies to buy out every peer-to-peer offering. A bonanza for some. Q: how to kill Hertz, Avis, Alamo, etc. so they are DED dead? Ain't easy. Even Trump wont do it, sleeping with them.",,MVonlaue,
485,They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/D6EOVkOATs via @politico,,LauraDiBella15,Stafford Springs CT  #Resist !
486,"It is Monday January 03, 2022, 06:26:01. Joe Biden has not restored immigration opportunity to those denied under the Trump Administration's racist ""Muslim Ban"".",,tankiebot69420,
487,@JoshStern23 @TheRealOJ32 You'd prob let Trump kill your family since he'd prob get off,,hindud3,
488,They resigned in protest over Jan. 6 — then never went after Trump again - POLITICO - https://t.co/96rkbRsKml,,trumpwatchapp,Everywhere Trump is
489,"@chasbottom Why would they make such a statement ?.

Propaganda ..

Keep the narrative going ..

I wonder how many times they’ll say Trump

and insurrection ?.

Over and over INSURRECTION !.

INSURRECTION !.

INSURRECTION !.

It was just a protest like the democrats 

have done ..",,antiochblade,
490,@HillBeverlyhill They expected an “antifa” counter-protest. Those forces were put in place expecting Trump to declare martial law.,,dogriguez,"Florida, USA"
491,@graciefacelove I totally agree with almost all of that but Trump. Love him or hate him he wasn't in it for personal gain. Ego maybe. But ego drove him to fix problems not profit off them.,,harrison_hondo,"Buffalo, NY"
492,"@ButchOrNile @CallieLu5 @DorisMele @itsaboutdamnti1 @traveler002 @Americanism37 @DYLZAK @RickWahler @notasoreloser @MarcGriff89 @Francis50441920 @Michel78118339 @RKitenplon @keepitwilder @yogi46111752 @CherZim7 @gr8__awakening @SpinneyJr @Maaa52 @KishorTrivedi7 @kcinor @MarvinRJeffcoat @TJ2020landslide @ISafeyet @bettyboop7499 @BettyLouMcLaug2 @Michael89541443 @OldPrague @StillFreeSCOTTY @ICanPlainlySee @Unpurgeable18 @QueenCindyKAG @tnolwene @colemarisa49 @sgabig @arthur_oslund @BillJoh14440504 @herounplugged @YamatsukamiUcul @digital_slime @Section_230 @ukblok26 @Wahboom @SocialCareZombi @jlhb45 @OxmanMartin @OfSquonk @DarrellBuckne13 @efkaplan @RalphS24381648 Because it doesn't have a higher chance to kill you and if you're vaccinated you're far less likely to die from covid than unvaccinated people.

Even Trump understands this and recommends getting vaccinated.",,ButtMunch253,
493,"@MyrtleMintz @jordangareth04 @FoxNews Approx 825,000 have died to date.  Trump killed 725,000 of those.

825,000 - 725,000 = 100,000.

How did Joe kill more?",,Rob55247824,
494,@_kingdarius12 @DrMonic39867490 @DebbieSVA @Joe53856044 @DonaldJTrumpJr You say IF Biden is guilty. Yet you've already stated you believe he is while rigorously doubting Trump is guilty. You're a hypocrite. You're going by hate for Biden and love for Trump. And this comment by you just proved that.,,CrazyCatMom42, KY
495,"@OurTfg Not in a million years... I was shocked too... still am... every loop hole they could find to keep a woman out was used... Trump has had a hate on for Hillary Clinton for years... She was too honest, that scares, and intimidates a lot of Corrupt Republican men...",,BeaHowse,"Kitchener, Ontario, Canada"
